Unnamed: 0,situation,emotion,labels
292,"Back in October of last year I had my first drink. At that time I had never drank or tried any drugs or anything, so I was very nervous about trying anything mind altering like that.",apprehensive,"['Anxiety', 'Fear']"
293,"My friend just came over yesterday and talked about how he met a super great girl and is going on a date with her sometime soon. Although I'm super happy for him, I can't help but wish I could be in a relationship myself.",jealous,"['Coercion', 'Distress']"
294,I felt confident when I won the honor society election in high school. I beat someone way more popular,confident,['Calm']
295,My kids were being bad and I yelled at them.,guilty,"['Distress', 'Helplessness']"
296, I was surprised when my parents bought me a car. I did not expect it at all,surprised,"['Urgency', 'Anxiety']"
297,I was shocked when I got a new car. My parents surprised me so well!,surprised,"['Urgency', 'Anxiety']"
298,I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea.,faithful,['Calm']
299,"I asked my 7 year old what 12x12 was the other day, and he gave me the correct answer.",impressed,['Calm']
300,When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games. ,surprised,"['Urgency', 'Anxiety']"
301,I participated in my high school runners' marathon and came in 2nd place. I felt very proud because I trained hard for it.,proud,['Calm']
302,I was proud of my brother when he graduated high school,proud,['Calm']
303,"Whenever my girlfriend at the time broke up with me and ghosted me, I had no idea what to make of the situation. I never would've expected her to do that, since she seemed really into me.",surprised,"['Urgency', 'Anxiety']"
304,"Recently I met up with a friend that I knew years and years ago and I learned that he actually bought his house from his mom. We went there and had a few beers and it looked exactly the same as before, even smelled the same.",nostalgic,"['Calm', 'Distress']"
305,I was sad when my grandmother passed away. I was still a child,sad,"['Distress', 'Helplessness']"
306,I have a long term girlfriend. I have never or will never cheat on her,faithful,['Calm']
307,I was in college for 8 years. I didn't get done until the end of 2017. I graduated high school in 2009 felt so proud when i was done with school.,proud,['Calm']
308,I have been faithful to my long time girlfriend. I would never cheat on her,faithful,['Calm']
309,My sister is coming from France to visit us. I am happy to see her again.,joyful,['Calm']
310,I just started working out and wasn't sure how to start.,apprehensive,"['Anxiety', 'Fear']"
311,"I was in morning rush hour traffic, and the driver in front of me was putting on makeup. Her complete lack of attention meant that she did not notice when the car in front of HER moved, and we missed the light.  It is a LONG light that we had to sit through AGAIN. Ugh!",annoyed,['Aggression']
312,"Once, I tried hard to update my CV as per the job description and applied for a good position, however my CV didn't even pass the screening level.",disappointed,"['Distress', 'Helplessness']"
313,Lately I have been very upset and worried about my financial situation. The stress has been quite overwhelming.,terrified,"['Fear', 'Panic']"
314,I saw that my coworker left food in the fridge and hat not eaten it in 2 days. I ate it myself and I felt bad,guilty,"['Distress', 'Helplessness']"
315,I was confident when I beat this popular girl in the class elections in high school. I expected to lose badly,confident,['Calm']
316,I was surprised when I went on a beach trip and my good friend from Florida was there but we lived two hours away by plane.,surprised,"['Urgency', 'Anxiety']"
317,I am surprised England Lost to Croatia on the World Cup,surprised,"['Urgency', 'Anxiety']"
318,my parents let me live with them. They do not charge rent so I am very appreciative of them,grateful,['Calm']
319,When i got my first job in retail i was scared on the interview. But as i got there i took a deep breath and went in. I felt really confident after that and got the job.,confident,['Calm']
320,I once broke a fax machine my parents spent a lot on. I felt bad about it since it wasn't what i meant to do. He ended up throwing the Fax machine around the room.,guilty,"['Distress', 'Helplessness']"
321,I met with an accident once. Kindhearted passerby saved my life,grateful,['Calm']
322,I was angry when my brother ruined the result of a football game. I recorded it to watch later,angry,"['Aggression', 'Coercion']"
323,I am excited tomorrow is my birthday,excited,['Urgency']
324,"I was lonely as a teenager, I had no girlfriend and few friends. I was sad often",lonely,"['Distress', 'Helplessness']"
325,I am so proud about myself. I just got promoted.,proud,['Calm']
326,playing my gameboy makes me nostalgic. i love pokemon emerald the most,nostalgic,"['Calm', 'Distress']"
327,Someone rear ended me a few months ago. I was very upset because I had places to be,furious,"['Aggression', 'Coercion', 'Panic']"
328,I was terrifified when my dad scared me as a kid. I have to admit he was good at it,terrified,"['Fear', 'Panic']"
329,"Last winters, I went uphill and took a 2 hour Skiing classes which really helped to enjoy Skiing there after",confident,['Calm']
330,I hope the nintendo switch get madden on it. I love portable football games,hopeful,"['Calm', 'Urgency']"
331,I felt joyful when my wife and I decided to go to the lake today. This situation has made me feel really happy because I love swimming. ,joyful,['Calm']
332,"My husband cut his hand while working in the yard. He came inside and needed a bandage. I was able to care for his wound with alcohol, gauze and a bandage. I joked with him and made him smile.",caring,['Calm']
333,When i was young i loved Jurassic Park. Family went down to Florida to the universal park. I was so hyper and happy to get on that ride for the movie.,excited,['Urgency']
334,I have tried really hard to make my new business work. It's been a very slow start.,disappointed,"['Distress', 'Helplessness']"
335,"On my birthday, no one showed up to the celebration. I had dinner by myself in my apartment.",lonely,"['Distress', 'Helplessness']"
336,"I was out hiking, and came very close to stepping on a rattlesnake. There was not an easy way to get around it, so we had to backtrack and cut through some heavy brush.",terrified,"['Fear', 'Panic']"
337,I recently wore a bikini to the beach after losing 20 lbs. I felt amazing!,confident,['Calm']
338,My grandmother is getting out of the hospital,joyful,['Calm']
339,I hope the immigrants children get reunited with their families,hopeful,"['Calm', 'Urgency']"
340,I was very sure of myself when applying and getting into physical therapy school.,confident,['Calm']
341,I am so jealous of my co-worker.He got the promotion I had my eye on it.,jealous,"['Coercion', 'Distress']"
342,When I was gifted my laptop for christmas,joyful,['Calm']
343,Once my little cousin got into my room and pour coke onto my keyboard. He didn't mean to do it but the coke ended up spilling off the desk into my computer. Fried the computer and i was just so mad!,furious,"['Aggression', 'Coercion', 'Panic']"
344,I had an interview the other day for a part-time-job and am hoping I get it! ,hopeful,"['Calm', 'Urgency']"
345,I am so annoyed that France is in the world cup final.,annoyed,['Aggression']
346,I am so surprised Roger Federer lost his match on Wimbledon ,confident,['Calm']
347,"Shortly after I got married, my wife and I decided that we wanted to have kids. When we found out she was pregnant, we couldn't wait to find out if we were having a boy or a girl.",anticipating,"['Urgency', 'Anxiety']"
348,When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot.,grateful,['Calm']
349,"When I was working for my last company, I used to travel a lot and frequently used to miss my family and friends",lonely,"['Distress', 'Helplessness']"
350,Can't wait for my vacation to Las Vegas tomorrow,excited,['Urgency']
351,"Last night, I dreamt that I was riding around the road on a motorcycle, and at one point almost fell of making a quick sharp turn. ",afraid,"['Fear', 'Anxiety']"
352,My boy just get is first job. I feel really proud of him.,impressed,['Calm']
353,"I once told a co worker about an upcoming job promotion and they applied for it themselves, but also made me look bad in the process.",annoyed,['Aggression']
354,"My best friend and roommate got accepted into a competitive master's program in Chicago and broke our lease to leave. I felt stuck while he got off and do the things he wanted to do.  He made me feel like I wasn't good enough anymore to be his friend. Meanwhile, I stayed in town and struggled to even finish my bachelor's while working a dead end job. ",jealous,"['Coercion', 'Distress']"
355,I am so exited about the coming world cup final.,excited,['Urgency']
356,I am so disgust at Donald Trump.,disgusted,"['Aggression', 'Distress']"
357,One time i was at a party with friends. I for some reason thought people were driving in my car to the next place. Then ended up they weren't going in my car and i felt embarrassed yelling at them.,embarrassed,"['Distress', 'Helplessness']"
358,I studied really hard for my annual exam but did not get my desired grade. it left me very disappointed in myself. ,disappointed,"['Distress', 'Helplessness']"
